2000/01;2002/03;2004/05;2006/07;2008/09;2010/11;2012/13;2014/15;2016/17;2017/18;IBGE_LEGEND;POINT_ID;STRATUM;BIOME;geometry
Campo;Campo;Cultivo unico;Cultivo unico;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;3Ap - Pecuária (pastagens);1431;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.17516192690835,-14.462266629658508],[-54.1730523951006,-14.462266590273314],[-54.1730523951006,-14.460254770170426],[-54.17516192690835,-14.460254769136936],[-54.17516192690835,-14.462266629658508]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1432;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.09463971923916,-14.464322226497446],[-59.09253017523587,-14.464322193366847],[-59.09253017523587,-14.462266589618498],[-59.09463971923916,-14.462266588183368],[-59.09463971923916,-14.464322226497446]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1433;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.472738153761476,-14.466333976809887],[-54.47062862351117,-14.466333983037632],[-54.470628623511175,-14.46432217516514],[-54.472738153761476,-14.464322204767184],[-54.472738153761476,-14.466333976809887]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;1434;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.54028717552925,-14.470401338334193],[-55.53822251408002,-14.470401305756065],[-55.53822251408002,-14.46834579557112],[-55.540287175529244,-14.468345789623765],[-55.54028717552925,-14.470401338334193]]]}"
Savana;Savana;Savana;Outros Usos;Pastagem;Cultivo unico;Cultivo unico;Cultivo multiplo;Pastagem;Pastagem;1Saf - Savana Arborizada com floresta-de-galeria;1435;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.54347419625482,-14.472413076876531],[-54.54140956094751,-14.472413090374125],[-54.541409560947514,-14.470401278447802],[-54.54347419625482,-14.470401301785069],[-54.54347419625482,-14.472413076876531]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sas - Savana Arborizada sem floresta-de-galeria;1436;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.16649818027402,-14.474468540694081],[-58.164433536229616,-14.47446849957422],[-58.164433536229616,-14.472413101625538],[-58.16649818027402,-14.472413029374518],[-58.16649818027402,-14.474468540694081]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Fb - Floresta Estacional Semidecidual das Terras Baixas;1437;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.93952274456595,-14.478491961285878],[-59.937458136038074,-14.478491958383572],[-59.937458136038074,-14.47648030240711],[-59.93952274456595,-14.476480273261808],[-59.93952274456595,-14.478491961285878]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1438;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.08629143834501,-14.478492000703476],[-59.08422678845184,-14.478491959012395],[-59.08422678845183,-14.476480223507913],[-59.08629143834501,-14.47648023208578],[-59.08629143834501,-14.478492000703476]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;2Cse - Floresta Estacional Decidual Submontana com dossel emergente;1439;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.46295199116136,-14.48662602690655],[-59.460887333083015,-14.486626045753997],[-59.460887333083015,-14.484570719809943],[-59.46295199116136,-14.484570667617152],[-59.46295199116136,-14.48662602690655]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sps - Savana Parque sem floresta-de-galeria;1440;1;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.869864189155706,-14.486626070712525],[-58.86779956449705,-14.486626039851968],[-58.86779956449705,-14.484570685920746],[-58.869864189155706,-14.484570682676074],[-58.869864189155706,-14.486626070712525]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;1441;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.23054888223819,-14.48662606435874],[-51.228439349976156,-14.486626034103683],[-51.228439349976156,-14.484570654848188],[-51.23054888223819,-14.48457071290305],[-51.23054888223819,-14.48662606435874]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;2Saf - Savana Arborizada com floresta-de-galeria;1442;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.41636405173628,-14.48863765906443],[-56.414299442438136,-14.488637687626765],[-56.414299442438136,-14.486626071594744],[-56.41636405173628,-14.486626006500355],[-56.41636405173628,-14.48863765906443]]]}"
Savana;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1443;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.07188451033406,-14.492704543611616],[-57.06981987776184,-14.492704561489619],[-57.06981987776184,-14.490692949779424],[-57.071884510334066,-14.490692973868962],[-57.07188451033406,-14.492704543611616]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1444;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.202361885738924,-14.496771391194699],[-52.20025237951576,-14.496771339453801],[-52.20025237951576,-14.49471612830635],[-52.202361885738924,-14.494716135891093],[-52.202361885738924,-14.496771391194699]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;1445;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.04100612709599,-14.498782877355875],[-53.038896580753914,-14.498782869597216],[-53.038896580753914,-14.496771359262334],[-53.04100612709599,-14.496771325018475],[-53.04100612709599,-14.498782877355875]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1446;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.78808849756405,-14.506872490877845],[-53.78597895728653,-14.506872443251082],[-53.78597895728653,-14.504861048194295],[-53.78808849756405,-14.504861054887597],[-53.78808849756405,-14.506872490877845]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fae - Floresta Estacional Semidecidual Aluvial com dossel emergente;1447;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.89935377280834,-14.512994109063882],[-54.89724428052209,-14.512994128748154],[-54.89724428052209,-14.510939048380218],[-54.89935377280834,-14.510938988464112],[-54.89935377280834,-14.512994109063882]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1448;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.40693830160644,-14.521083203522986],[-57.40487367332382,-14.52108319588552],[-57.40487367332382,-14.519071892685341],[-57.40693830160644,-14.51907194298155],[-57.40693830160644,-14.521083203522986]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1449;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.47704762717649,-14.525149543712853],[-52.47498299394213,-14.52514947546729],[-52.47498299394213,-14.52309449283332],[-52.47704762717649,-14.523094518280944],[-52.47704762717649,-14.525149543712853]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sps - Savana Parque sem floresta-de-galeria;1450;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.127943135570874,-14.527160724651306],[-59.12583354365992,-14.527160745333697],[-59.12583354365992,-14.525149527994097],[-59.127943135570874,-14.525149473560102],[-59.127943135570874,-14.527160724651306]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sps - Savana Parque sem floresta-de-galeria;1451;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.308957402841116,-14.541370187709788],[-59.30689280470083,-14.541370154979425],[-59.30689280470083,-14.539315311380527],[-59.308957402841116,-14.539315310598715],[-59.308957402841116,-14.541370187709788]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1452;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.315691882387966,-14.555534983471256],[-53.31362721971205,-14.555534948820164],[-53.31362721971205,-14.553523975950135],[-53.315691882387966,-14.553523969914867],[-53.315691882387966,-14.555534983471256]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo duplo;Cultivo duplo;3Ap - Pecuária (pastagens);1453;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.25918251227364,-14.561611547729397],[-57.25711783978328,-14.561611549610497],[-57.25711783978328,-14.55960062627696],[-57.25918251227364,-14.559600589004011],[-57.25918251227364,-14.561611547729397]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo duplo;Cultivo duplo;1Saf - Savana Arborizada com floresta-de-galeria;1454;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.56430004179397,-14.575818701564385],[-54.562190559034796,-14.575818699613267],[-54.562190559034796,-14.573764159114049],[-54.56430004179397,-14.573764196365342],[-54.56430004179397,-14.575818701564385]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;1455;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.82233409406173,-14.579883949679662],[-54.82026941355284,-14.579883962986939],[-54.82026941355284,-14.57782949521651],[-54.82233409406173,-14.577829518620032],[-54.82233409406173,-14.579883949679662]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;2Saf - Savana Arborizada com floresta-de-galeria;1456;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.37170553977251,-14.581894742573228],[-55.36964088900426,-14.581894737312938],[-55.36964088900426,-14.579884002964002],[-55.37170553977251,-14.579883970363275],[-55.37170553977251,-14.581894742573228]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;1457;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.903663273826716,-14.581894733440825],[-52.90155377744664,-14.58189472934759],[-52.90155377744664,-14.57988398525983],[-52.903663273826716,-14.579883947212151],[-52.903663273826716,-14.581894733440825]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;4Ap - Pecuária (pastagens);1458;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.1655559193956,-14.583905478186125],[-57.16344641695828,-14.583905481062224],[-57.16344641695828,-14.581894710555973],[-57.16555591939561,-14.581894749170875],[-57.1655559193956,-14.583905478186125]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1459;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.055097544645655,-14.585959862017466],[-59.05303289738676,-14.585959896071401],[-59.05303289738676,-14.583905455450715],[-59.05509754464565,-14.583905466571906],[-59.055097544645655,-14.585959862017466]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1460;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.012503573211376,-14.598111203470538],[-58.01043894765945,-14.598111172173196],[-58.010438947659466,-14.59605687518392],[-58.012503573211376,-14.596056871329534],[-58.012503573211376,-14.598111203470538]]]}"
Pastagem;Pastagem;Pastagem;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;3Ap - Pecuária (pastagens);1461;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.48503551447569,-14.60012179018909],[-56.48297086335141,-14.600121785018263],[-56.48297086335141,-14.598111194232029],[-56.48503551447569,-14.598111163026212],[-56.48503551447569,-14.60012179018909]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fa - Floresta Estacional Semidecidual Aluvial;1462;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.01825096555509,-14.620401321064328],[-51.01618633310455,-14.620401367777655],[-51.01618633310455,-14.618347268690597],[-51.01825096555509,-14.618347250454867],[-51.01825096555509,-14.620401321064328]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sps - Savana Parque sem floresta-de-galeria;1463;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.22574377171203,-14.622411708283197],[-59.22363426050198,-14.622411731406622],[-59.22363426050198,-14.620401377670534],[-59.22574377171203,-14.62040132097387],[-59.22574377171203,-14.622411708283197]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fa - Floresta Estacional Semidecidual Aluvial;1464;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.02036047909627,-14.622411735069326],[-51.01825096555509,-14.622411708467093],[-51.01825096555509,-14.620401321064328],[-51.02036047909627,-14.620401376150197],[-51.02036047909627,-14.622411735069326]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1465;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.35842103178656,-14.624465788279142],[-52.35635639792132,-14.624465767634938],[-52.35635639792132,-14.622411695063326],[-52.35842103178656,-14.622411747188613],[-52.35842103178656,-14.624465788279142]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1466;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.56124833726788,-14.628486446888068],[-53.559183687985595,-14.628486402633003],[-53.5591836879856,-14.626476122929073],[-53.561248337267884,-14.626476126888255],[-53.56124833726788,-14.628486446888068]]]}"
Pastagem;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo unico;Pastagem;Pastagem;Cultivo unico;Cultivo duplo;Cultivo duplo;1Sps - Savana Parque sem floresta-de-galeria;1467;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.75752135720718,-14.634560964404578],[-58.755411787690605,-14.634560988341722],[-58.755411787690605,-14.632550693240027],[-58.75752135720718,-14.632550713964537],[-58.75752135720718,-14.634560964404578]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1468;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.77574624137897,-14.646753261554112],[-51.77368154460633,-14.646753216607589],[-51.77368154460633,-14.644699401924006],[-51.77574624137897,-14.644699403134709],[-51.77574624137897,-14.646753261554112]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1469;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.86187623287403,-14.654837337990323],[-54.85981166309023,-14.65483734599769],[-54.85981166309022,-14.652827254814266],[-54.86187623287403,-14.652827284534979],[-54.86187623287403,-14.654837337990323]]]}"
Floresta Sazonal;Floresta Sazonal;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Cse - Floresta Estacional Decidual Submontana com dossel emergente;1470;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.88332883188546,-14.656847440669615],[-59.88126420693923,-14.656847387129227],[-59.88126420693923,-14.65483734019949],[-59.88332883188546,-14.654837361714321],[-59.88332883188546,-14.656847440669615]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;1471;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.59773873217994,-14.664974860369266],[-52.59567415444744,-14.664974869991571],[-52.59567415444743,-14.662964869438355],[-52.59773873217994,-14.662964818197766],[-52.59773873217994,-14.664974860369266]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sps - Savana Parque sem floresta-de-galeria;1472;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.991542460821684,-14.671048382528555],[-59.989477850269246,-14.671048350683382],[-59.989477850269246,-14.669038395357813],[-59.991542460821684,-14.669038395318225],[-59.991542460821684,-14.671048382528555]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;4Ap - Pecuária (pastagens);1473;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.30707297447003,-14.673058269945074],[-57.304963465025764,-14.673058246599354],[-57.304963465025764,-14.67104834531125],[-57.30707297447003,-14.671048332624887],[-57.30707297447003,-14.673058269945074]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;4Ap - Pecuária (pastagens);1474;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.39235117070731,-14.675111802429802],[-57.39028657534546,-14.67511184500646],[-57.39028657534546,-14.67305827343856],[-57.39235117070731,-14.673058272915608],[-57.39235117070731,-14.675111802429802]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Saf - Savana Arborizada com floresta-de-galeria;1475;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.315511633211756,-14.675111810873949],[-55.313447055853274,-14.675111831176102],[-55.313447055853274,-14.673058234487394],[-55.315511633211756,-14.673058252043713],[-55.315511633211756,-14.675111810873949]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;4Ap - Pecuária (pastagens);1476;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.304963465025764,-14.67913154519791],[-57.30289881484603,-14.679131582486827],[-57.30289881484603,-14.677121696100777],[-57.304963465025764,-14.677121701462454],[-57.304963465025764,-14.67913154519791]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Pastagem;Pastagem;3Acc - Agricultura com Culturas Cíclicas;1477;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.84921853400563,-14.68725816215192],[-56.84715389744518,-14.68725813917252],[-56.84715389744519,-14.685248349168306],[-56.84921853400563,-14.685248336297489],[-56.84921853400563,-14.68725816215192]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1478;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.592442218165445,-14.687258155532684],[-53.59037754607868,-14.687258145771741],[-53.59037754607868,-14.685248365747123],[-53.592442218165445,-14.685248335293506],[-53.592442218165445,-14.687258155532684]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Pastagem;Pastagem;Pastagem;Pastagem;2Fb - Floresta Estacional Semidecidual das Terras Baixas;1479;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.93117440635937,-14.693331035092951],[-59.92910983781497,-14.69333100193995],[-59.92910983781497,-14.691321312370528],[-59.93117440635937,-14.69132131357749],[-59.93117440635937,-14.693331035092951]]]}"
Floresta Sazonal;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Fs - Floresta Estacional Semidecidual Submontana;1480;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.79607639666484,-14.721683460792988],[-57.79401173723191,-14.721683474108843],[-57.79401173723191,-14.719674041612478],[-57.79607639666484,-14.71967407195152],[-57.79607639666484,-14.721683460792988]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1481;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.756534233848086,-14.725745989432252],[-57.75446955853104,-14.72574603951053],[-57.75446955853104,-14.723692921372114],[-57.7565342338481,-14.723692914123367],[-57.756534233848086,-14.725745989432252]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1482;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.214523900539966,-14.72574601783939],[-56.212459297729616,-14.725745982491677],[-56.212459297729616,-14.723692946138739],[-56.214523900539966,-14.723692944034852],[-56.214523900539966,-14.72574601783939]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;1Saf - Savana Arborizada com floresta-de-galeria;1483;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.46874415288543,-14.729808495110834],[-52.466634703843226,-14.729808444225108],[-52.46663470384323,-14.727755441103902],[-52.46874415288543,-14.727755373868023],[-52.46874415288543,-14.729808495110834]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;1484;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.161832579173364,-14.729808445863886],[-51.15976796161731,-14.729808458254716],[-51.15976796161731,-14.727755378358744],[-51.161832579173364,-14.72775539492137],[-51.161832579173364,-14.729808445863886]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Sps - Savana Parque sem floresta-de-galeria;1485;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.75752135720718,-14.737889497534137],[-58.755411787690605,-14.737889422402322],[-58.755411787690605,-14.735880168071594],[-58.75752135720718,-14.735880130198744],[-58.75752135720718,-14.737889497534137]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Ap - Pecuária (pastagens);1486;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.91470289463658,-14.73788948003949],[-57.91263830191346,-14.73788944024385],[-57.91263830191346,-14.735880192768937],[-57.91470289463658,-14.735880119763577],[-57.91470289463658,-14.73788948003949]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;3Ap - Pecuária (pastagens);1487;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.75446955853104,-14.7378894697602],[-57.75240492314711,-14.737889441978748],[-57.75240492314711,-14.735880135618654],[-57.75446955853104,-14.735880128745446],[-57.75446955853104,-14.7378894697602]]]}"
Floresta Sazonal;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Fb - Floresta Estacional Semidecidual das Terras Baixas;1488;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.00612950877856,-14.739898727237561],[-60.004020045615924,-14.739898767668484],[-60.00402004561591,-14.737889425029206],[-60.00612950877856,-14.737889431749558],[-60.00612950877856,-14.739898727237561]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Sd - Savana Florestada;1489;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.59405607900874,-14.7419516610717],[-59.59199142055353,-14.741951710967856],[-59.59199142055353,-14.739898774564313],[-59.59405607900874,-14.739898771048491],[-59.59405607900874,-14.7419516610717]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;1490;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.49064752727876,-14.741951669663225],[-51.48858291155249,-14.741951707299226],[-51.48858291155249,-14.73989871726069],[-51.49064752727876,-14.739898709335556],[-51.49064752727876,-14.741951669663225]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fa - Floresta Estacional Semidecidual Aluvial;1491;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.05366388283785,-14.745970162241273],[-51.051554308944525,-14.745970142764541],[-51.051554308944525,-14.743960913576053],[-51.05366388283785,-14.743960961781802],[-51.05366388283785,-14.745970162241273]]]}"
Pastagem;Pastagem;Pastagem;Cultivo unico;Cultivo unico;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;Cultivo duplo;4Ap - Pecuária (pastagens);1492;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.241904081393685,-14.75409420845356],[-52.23979450425493,-14.754094184887501],[-52.23979450425493,-14.752085024491905],[-52.241904081393685,-14.752085079455318],[-52.241904081393685,-14.75409420845356]]]}"
Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;5Corpo d´água continental;1493;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.05621993095789,-14.756103369701323],[-58.05411038915277,-14.756103334177995],[-58.05411038915277,-14.75409418732858],[-58.05621993095787,-14.754094187846407],[-58.05621993095789,-14.756103369701323]]]}"
